TR10086-7	Calcium Ionized	Chemistry
TR10087-5	Calculus Analysis	Chemistry
TR10088-3	Cancer Antigen 125	Chemistry
TR10089-1	5-Hydroxyindoleacetate Screen	Chemistry
TR10090-9	Cancer Antigen 15-3	Chemistry
TR10091-7	Cancer Antigen 19-5	Chemistry
TR10092-5	Cancer Antigen 19-9	Chemistry
TR10093-3	Cancer Antigen 242	Chemistry
TR10094-1	Cancer Antigen 27-29	Chemistry
TR10095-8	Cancer Antigen 50	Chemistry
TR10096-6	Cancer Antigen 549	Chemistry
TR10097-4	Cancer Antigen 72-4	Chemistry
TR10098-2	Cancer Antigen DM/70K	Chemistry
TR10099-0	Cannabinoids Screen	Chemistry
TR10100-6	5-Nucleotidase	Chemistry
TR10101-4	Carbamazepine	Chemistry
TR10102-2	Carbamazepine Epoxide	Chemistry
TR10103-0	Carbon Dioxide	Chemistry
TR10104-8	Carboxyhemoglobin	Chemistry
TR10105-5	Carcinoembryonic Antigen	Chemistry
TR10106-3	Carnitine	Chemistry
TR10107-1	Carotene	Chemistry
TR10108-9	Catecholamines	Chemistry
TR10109-7	Catecholamines Fractionation	Chemistry
TR10110-5	Arylsulfatase A	Chemistry
TR10111-3	7-Dehydrocholesterol	Chemistry
TR10112-1	Ceruloplasmin	Chemistry
TR10113-9	Chloral Hydrate	Chemistry
TR10114-7	Chloramphenicol	Chemistry
TR10115-4	Chlordiazepoxide	Chemistry
TR10116-2	Chloride	Chemistry
TR10117-0	Chloroquine	Chemistry
TR10118-8	Chlorpromazine	Chemistry
TR10119-6	Chlorpropamide	Chemistry
TR10120-4	Cholesterol	Chemistry
TR10121-2	Cholesterol Esters	Chemistry
TR10122-0	Acetaminophen	Chemistry
TR10123-8	Cholinesterase	Chemistry
TR10124-6	Cholinesterase Phenotype	Chemistry
TR10125-3	Choriomammotropin	Chemistry
TR10126-1	Choriogonadotropin	Chemistry
TR10127-9	Choriogonadotropin Screen	Chemistry
TR10128-7	Chromium	Chemistry
TR10129-5	Chymotrypsin	Chemistry
TR10130-3	Cimetidine	Chemistry
TR10131-1	Citrate	Chemistry
TR10132-9	Clobazam	Chemistry
TR10133-7	Clomipramine	Chemistry
TR10134-5	Clonazepam	Chemistry
TR10135-2	Clorazepate	Chemistry
TR10136-0	Clozapine	Chemistry
TR10137-8	Acetone	Chemistry
TR10138-6	Cobalamins	Chemistry
TR10139-4	Acetone Screen	Chemistry
TR10140-2	Cobalt	Chemistry
TR10141-0	Copper	Chemistry
TR10142-8	Cortisol Morning	Chemistry
TR10143-6	Cortisol Evening	Chemistry
TR10144-4	Cotinine	Chemistry
TR10145-1	Creatine	Chemistry
TR10146-9	Creatine Kinase	Chemistry
TR10147-7	Creatine Kinase Fractionation	Chemistry
TR10148-5	Creatine Kinase MB	Chemistry
TR10149-3	Creatinine	Chemistry
TR10150-1	Creatinine Clearance	Chemistry
TR10151-9	Cyclobenzaprine	Chemistry
TR10152-7	Cyclosporine	Chemistry
TR10153-5	Cystatin C	Chemistry
TR10154-3	Cystine	Chemistry
TR10155-0	Cystine Screen	Chemistry
TR10156-8	Dehydroepiandrosterone Sulphate	Chemistry
TR10157-6	Delta Aminolevulinate	Chemistry
TR10158-4	Deoxypyridinoline	Chemistry
TR10159-2	Desipramine	Chemistry
TR10160-0	Dextromethorphan	Chemistry
TR10161-8	Diazepam	Chemistry
TR10162-6	Digoxin	Chemistry
TR10163-4	Dihydrotestosterone	Chemistry
TR10164-2	Dimenhydrinate	Chemistry
TR10165-9	Diphenhydramine	Chemistry
TR10166-7	Disopyramide	Chemistry
TR10167-5	Dopamine	Chemistry
TR10168-3	Doxepin	Chemistry
TR10169-1	Drug Screen Broad Spectrum	Chemistry
TR10170-9	Drugs Of Abuse Screen	Chemistry
TR10171-7	Enolase Neuron Specific	Chemistry
TR10172-5	Erythropoietin	Chemistry
TR10173-3	Estradiol	Chemistry
TR10174-1	Estriol	Chemistry
TR10175-8	Estrogen	Chemistry
TR10176-6	Estrone	Chemistry
TR10177-4	Ethanol	Chemistry
TR10178-2	Ethchlorvynol	Chemistry
TR10179-0	Ethosuximide	Chemistry
TR10180-8	Ethylene Glycol	Chemistry
TR10181-6	Fat	Chemistry
TR10182-4	Fat Differential	Chemistry
TR10183-2	Fat Screen	Chemistry
TR10184-0	Fatty Acids Nonesterified	Chemistry
TR10185-7	Fatty Acids Very Long Chain	Chemistry
TR10186-5	Ferritin	Chemistry
TR10187-3	Flunitrazepam	Chemistry
TR10188-1	Fluoride	Chemistry
TR10189-9	Fluoxetine	Chemistry
TR10190-7	Flurazepam	Chemistry
TR10191-5	Fluvoxamine	Chemistry
TR10192-3	Folate	Chemistry
TR10193-1	Follitropin	Chemistry
TR10194-9	Free Androgen Index	Chemistry
TR10195-6	Free Erythrocyte Protoporphyrin	Chemistry
TR10196-4	Fructosamine	Chemistry
TR10197-2	Fructose	Chemistry
TR10198-0	Furosemide	Chemistry
TR10199-8	Gabapentin	Chemistry
TR10200-4	Galactose	Chemistry
TR10201-2	Galactose 1-Phosphate Uridyl Transferase	Chemistry
TR10202-0	Galactose 1- Phosphate Uridyl Transferase Screen	Chemistry
TR10203-8	Gamma Glutamyl Transferase	Chemistry
TR10204-6	Gamma-Hydroxybutyrate	Chemistry
TR10205-3	Gastric Analysis	Chemistry
TR10206-1	Gastrin	Chemistry
TR10207-9	Gentamicin Peak	Chemistry
TR10208-7	Gentamicin Random	Chemistry
TR10209-5	Gentamicin Trough	Chemistry
TR10210-3	Glibenclamide	Chemistry
TR10211-1	Globulin	Chemistry
TR10212-9	Glucagon	Chemistry
TR10213-7	Glucose Tolerance Test 2 Hour	Chemistry
TR10214-5	Glucose Tolerance Test 3 Hour	Chemistry
TR10215-2	Glucose Tolerance Test 4 Hour	Chemistry
TR10216-0	Glucose Tolerance Test 5 Hour	Chemistry
TR10217-8	Glucose Tolerance Test Gestational	Chemistry
TR10218-6	Glucose 2 Hour Post Meal	Chemistry
TR10219-4	Glucose Fasting	Chemistry
TR10220-2	Glucose	Chemistry
TR10221-0	Glutathione	Chemistry
TR10222-8	Glutathione Peroxidase	Chemistry
TR10223-6	Glyburide	Chemistry
TR10224-4	Glycoprotein	Chemistry
TR10225-1	Gold	Chemistry
TR10226-9	Haloperidol	Chemistry
TR10227-7	Haptoglobin	Chemistry
TR10228-5	Hemoglobin A1 C	Chemistry
TR10229-3	Heroin	Chemistry
TR10230-1	Cholesterol in HDL	Chemistry
TR10231-9	Histamine	Chemistry
TR10232-7	Homocysteine	Chemistry
TR10233-5	Homogentisate	Chemistry
TR10234-3	Homovanillate	Chemistry
TR10235-0	Hydrochlorothiazide	Chemistry
TR10236-8	Hydroxyproline	Chemistry
TR10237-6	Hydroxyproline Free	Chemistry
TR10238-4	Ibuprofen	Chemistry
TR10239-2	Imipramine	Chemistry
TR10240-0	Immunoglobulin A	Chemistry
TR10241-8	Immunoglobulin D	Chemistry
TR10242-6	Immunoglobulin E	Chemistry
TR10243-4	Immunoglobulin G	Chemistry
TR10244-2	Immunoglobulin G Subclasses	Chemistry
TR10245-9	ImmunoglobulinG/Albumin Ratio	Chemistry
TR10246-7	Immunoglobulin M	Chemistry
TR10247-5	Immunoglobulin Kappa Light Chains	Chemistry
TR10248-3	Immunoglobulin Kappa Light Chains Free	Chemistry
TR10249-1	Immunoglobulin Lambda Light Chains	Chemistry
TR10250-9	Immunoglobulin Lambda Light Chains Free	Chemistry
TR10251-7	Indicans	Chemistry
TR10252-5	Insulin	Chemistry
TR10253-3	Insulin Post Glucose Challenge	Chemistry
TR10254-1	Insulin-like Growth Factor 1	Chemistry
TR10255-8	Fat Emulsion	Chemistry
TR10256-6	Inulin	Chemistry
TR10257-4	Inulin Renal Clearance	Chemistry
TR10258-2	Iodine Protein Bound	Chemistry
TR10259-0	Iron	Chemistry
TR10260-8	Iron Binding Capacity	Chemistry
TR10261-6	Isoniazid	Chemistry
TR10262-4	Isopropanol	Chemistry
TR10263-2	Ketamine	Chemistry
TR10264-0	L-Lactate	Chemistry
TR10265-7	Lactate Dehydrogenase	Chemistry
TR10266-5	Lactate Dehydrogenase Fractionation	Chemistry
TR10267-3	Lactose Tolerance	Chemistry
TR10268-1	Lamotrigine	Chemistry
TR10269-9	Lead	Chemistry
TR10270-7	Lethicin/Sphingomyelin Ratio	Chemistry
TR10271-5	Leucine Aminopeptidase	Chemistry
TR10272-3	Lidocaine	Chemistry
TR10273-1	Lipase	Chemistry
TR10274-9	Lipids	Chemistry
TR10275-6	Lipoprotein a	Chemistry
TR10276-4	Lipoprotein Fractionation	Chemistry
TR10277-2	Lipoprotein Lipase	Chemistry
TR10278-0	Lithium	Chemistry
TR10279-8	Lorazepam	Chemistry
TR10280-6	Cholesterol in LDL	Chemistry
TR10281-4	Loxapine	Chemistry
TR10282-2	Lutropin	Chemistry
TR10283-0	Magnesium	Chemistry
TR10284-8	Manganese	Chemistry
TR10285-5	Maprotiline	Chemistry
TR10286-3	Maternal Screen	Chemistry
TR10287-1	Melanin	Chemistry
TR10288-9	Meperidine	Chemistry
TR10289-7	Meprobamate	Chemistry
TR10290-5	Mercury	Chemistry
TR10291-3	Metabolic Screen	Chemistry
TR10292-1	Metanephrines	Chemistry
TR10293-9	Metanephrines Fractionated	Chemistry
TR10294-7	Methadone	Chemistry
TR10295-4	Methadone Metabolite	Chemistry
TR10296-2	Methanol	Chemistry
TR10297-0	Methaqualone	Chemistry
TR10298-8	Methemalbumin	Chemistry
TR10299-6	Methemoglobin	Chemistry
TR10300-2	Methotrexate	Chemistry
TR10301-0	Methotrimeprazine	Chemistry
TR10302-8	Methsuximide	Chemistry
TR10303-6	Methylenedioxy Amphetamine	Chemistry
TR10304-4	Methylenedioxy Methamphetamine	Chemistry
TR10305-1	Methylmalonate	Chemistry
TR10306-9	Methylphenidate	Chemistry
TR10307-7	Methyprylon	Chemistry
TR10308-5	Mexiletine	Chemistry
TR10309-3	Molybdenum	Chemistry
TR10310-1	Mucopolysaccharides	Chemistry
TR10311-9	Mycophenolate	Chemistry
TR10312-7	Myoglobin	Chemistry
TR10313-5	N-Acetylprocainamide	Chemistry
TR10314-3	Thyrotropin Neonatal	Chemistry
TR10315-0	Phenylalanine Neonatal	Chemistry
TR10316-8	Newborn Screen	Chemistry
TR10317-6	Nickel	Chemistry
TR10318-4	Nicotine	Chemistry
TR10319-2	Nitrazepam	Chemistry
TR10320-0	Nitrogen	Chemistry
TR10321-8	Nortriptyline	Chemistry
TR10322-6	Occult Blood	Chemistry
TR10323-4	Olanzapine	Chemistry
TR10324-2	Oligosaccharides	Chemistry
TR10325-9	Opiate Screen	Chemistry
TR10326-7	Organic Acids	Chemistry
TR10327-5	Ornithine Carbamoyl Transferase	Chemistry
TR10328-3	Orotate	Chemistry
TR10329-1	Osmolality	Chemistry
TR10330-9	Osteocalcin	Chemistry
TR10331-7	Oxalate	Chemistry
TR10332-5	Oxazepam	Chemistry
TR10333-3	Oxycodone	Chemistry
TR10334-1	Paraminohippurate Renal Clearance	Chemistry
TR10335-8	Palladium	Chemistry
TR10336-6	Parathyrin	Chemistry
TR10337-4	Paroxetine	Chemistry
TR10338-2	Pentobarbital	Chemistry
TR10339-0	Phencyclidine Screen	Chemistry
TR10340-8	Phenobarbital	Chemistry
TR10341-6	Phenosulphophthalein	Chemistry
TR10342-4	Phenothiazines	Chemistry
TR10343-2	Phenothiazines Screen	Chemistry
TR10344-0	Phenylalanine	Chemistry
TR10345-7	Phenylpropanolamine	Chemistry
TR10346-5	Phenytoin	Chemistry
TR10347-3	Phenytoin Free	Chemistry
TR10348-1	Phosphate	Chemistry
TR10349-9	Phospholipids	Chemistry
TR10350-7	Phytanate	Chemistry
TR10351-5	Plasma Clearing Factor	Chemistry
TR10352-3	Platinum	Chemistry
TR10353-1	Porphobilinogen	Chemistry
TR10354-9	Porphobilinogen Screen	Chemistry
TR10355-6	Porphobilinogen Deaminase	Chemistry
TR10356-4	Porphobilinogen Synthase	Chemistry
TR10357-2	Porphyrins	Chemistry
TR10358-0	Porphyrins Screen	Chemistry
TR10359-8	Potassium	Chemistry
TR10360-6	Prealbumin	Chemistry
TR10361-4	Pregnanediol	Chemistry
TR10362-2	Primidone	Chemistry
TR10363-0	Procainamide	Chemistry
TR10364-8	Prochlorperazine	Chemistry
TR10365-5	Procyclidine	Chemistry
TR10366-3	Progesterone	Chemistry
TR10367-1	Proinsulin	Chemistry
TR10368-9	Prolactin	Chemistry
TR10369-7	Propafenone	Chemistry
TR10370-5	Propoxyphene	Chemistry
TR10371-3	Propranolol	Chemistry
TR10372-1	Prostatic Specific Antigen	Chemistry
TR10373-9	Prostatic Specific Antigen Free	Chemistry
TR10374-7	Protein	Chemistry
TR10375-4	Protein Analysis Bence Jones Protein	Chemistry
TR10376-2	Gammopathy Typing	Chemistry
TR10377-0	Protein Analysis Oligoclonal Banding	Chemistry
TR10378-8	Protein Fractionation	Chemistry
TR10379-6	Protriptyline	Chemistry
TR10380-4	Pyridoxine	Chemistry
TR10381-2	Pyruvate	Chemistry
TR10382-0	Pyruvate Kinase	Chemistry
TR10383-8	Quinidine	Chemistry
TR10384-6	Quinine	Chemistry
TR10385-3	Reducing Substances	Chemistry
TR10386-1	Renin	Chemistry
TR10387-9	Retinol	Chemistry
TR10388-7	Risperidone	Chemistry
TR10389-5	Salicylate	Chemistry
TR10390-3	Schillings Test	Chemistry
TR10391-1	Secobarbital	Chemistry
TR10392-9	Selenium	Chemistry
TR10393-7	Serotonin	Chemistry
TR10394-5	Sertraline	Chemistry
TR10395-2	Sex Hormone Binding Globulin	Chemistry
TR10396-0	Silver	Chemistry
TR10397-8	Sodium	Chemistry
TR10398-6	Somatotropin	Chemistry
TR10399-4	Somatotropin Post Glucose Tolerance	Chemistry
TR10400-0	Spironolactone	Chemistry
TR10401-8	Strontium	Chemistry
TR10402-6	Strychnine	Chemistry
TR10403-4	Sulfur	Chemistry
TR10404-2	Sulfhemoglobin	Chemistry
TR10405-9	Sulfonamide	Chemistry
TR10406-7	Sulfonylurea	Chemistry
TR10407-5	Tacrolimus	Chemistry
TR10408-3	Tellurium	Chemistry
TR10409-1	Collagen Crosslinked N-Telopeptide	Chemistry
TR10410-9	Temazepam	Chemistry
TR10411-7	Testosterone	Chemistry
TR10412-5	Testosterone Bioavailable	Chemistry
TR10413-3	Testosterone Free	Chemistry
TR10414-1	Thallium	Chemistry
TR10415-8	Theophylline	Chemistry
TR10416-6	Thiamine	Chemistry
TR10417-4	Thiocyanate	Chemistry
TR10418-2	Thiopental	Chemistry
TR10419-0	Thioridazine	Chemistry
TR10420-8	Thyroglobulin	Chemistry
TR10421-6	Thyrotropin	Chemistry
TR10422-4	Thyroxine	Chemistry
TR10423-2	Thyroxine Binding Globulin	Chemistry
TR10424-0	Thyroxine Free	Chemistry
TR10425-7	Tin	Chemistry
TR10426-5	Titanium	Chemistry
TR10427-3	Tobramycin Peak	Chemistry
TR10428-1	Tobramycin Random	Chemistry
TR10429-9	Tobramycin Trough	Chemistry
TR10430-7	Tocainide	Chemistry
TR10431-5	Tocopherol	Chemistry
TR10432-3	Tolbutamide	Chemistry
TR10433-1	Topiramate	Chemistry
TR10434-9	Transcobalamin	Chemistry
TR10435-6	Transferrin	Chemistry
TR10436-4	Trazodone	Chemistry
TR10437-2	Trifluorperazine	Chemistry
TR10438-0	Triglyceride	Chemistry
TR10439-8	Triiodothyronine	Chemistry
TR10440-6	Triiodothyronine Resin Uptake	Chemistry
TR10441-4	Triiodothyronine Free	Chemistry
TR10442-2	Triiodothyronine Reverse	Chemistry
TR10443-0	Trimeprazine	Chemistry
TR10444-8	Trimipramine	Chemistry
TR10445-5	Troponin I	Chemistry
TR10446-3	Troponin T	Chemistry
TR10447-1	Trypsin	Chemistry
TR10448-9	Trypsinogen	Chemistry
TR10449-7	Uranium	Chemistry
TR10450-5	Urate	Chemistry
TR10451-3	Urea	Chemistry
TR10452-1	Urea Clearance	Chemistry
TR10453-9	Urinalysis Chemical	Chemistry
TR10454-7	Urinalysis Microscopic	Chemistry
TR10455-4	Urobilin	Chemistry
TR10456-2	Urobilinogen	Chemistry
TR10457-0	Valproate	Chemistry
TR10458-8	Valproate Free	Chemistry
TR10459-6	Vanadium	Chemistry
TR10460-4	Vancomycin Peak	Chemistry
TR10461-2	Vancomycin Random	Chemistry
TR10462-0	Vancomycin Trough	Chemistry
TR10463-8	Vanillylmandelate	Chemistry
TR10464-6	Venlafaxine	Chemistry
TR10465-3	Viscosity	Chemistry
TR10466-1	Warfarin	Chemistry
TR10467-9	Xylose Absorption Test	Chemistry
TR10468-7	Zinc	Chemistry
TR10469-5	Zinc Protoporphyrin	Chemistry
TR10470-3	Blood Group Antibody Identification	Blood Bank
TR10471-1	Blood Group Antibody Screening	Blood Bank
TR10472-9	Blood Group Phenotype	Blood Bank
TR10473-7	Blood Group Prenatal Antibody Titration	Blood Bank
TR10474-5	Bone Marrow Aspirate	Hematology
TR10475-2	Bone Marrow Biopsy	Hematology
TR10476-0	Cell Count	Hematology
TR10477-8	Complete Blood Count	Hematology
TR10478-6	Erythrocyte Count	Hematology
TR10479-4	WBC Manual Differential	Hematology
TR10480-2	Hematocrit	Hematology
TR10481-0	Hemoglobin	Hematology
TR10482-8	Leukocyte Count	Hematology
TR10483-6	MCH	Hematology
TR10484-4	MCHC	Hematology
TR10485-1	MCV	Hematology
TR10486-9	Platelet Count	Hematology
TR10487-7	WBC Differential	Hematology
TR10488-5	Crystals	Hematology
TR10489-3	Direct Antiglobulin Test	Blood Bank
TR10490-1	Donath Landsteiner Antibody	Blood Bank
TR10491-9	Lymphotyping	Hematology
TR10492-7	Natural Killer Cells	Hematology
TR10493-5	Eosinophil Count	Hematology
TR10494-3	Erythrocyte Sedimentation Rate	Hematology
TR10495-0	Fetal Blood	Hematology
TR10496-8	Fetal Cell Screen	Blood Bank
TR10497-6	Fluid Analysis	Hematology
TR10498-4	Glucose 6-Phosphate Dehydrogenase	Hematology
TR10499-2	Glucose 6-Phosphate Dehydrogenase Screen	Hematology
TR10500-7	Ham's Test	Hematology
TR10501-5	Heinz Bodies	Hematology
TR10502-3	Hemoglobin A2	Hematology
TR10503-1	Hemoglobin Fractionation	Hematology
TR10504-9	Hemoglobin Fetal	Hematology
TR10505-6	Hemoglobin Plasma	Hematology
TR10506-4	Hemosiderin	Hematology
TR10507-2	Leukocyte Alkaline Phosphatase	Hematology
TR10508-0	Lupus Erythematosus Screen	Hematology
TR10509-8	Plasmodium Screen	Hematology
TR10510-6	Microfilaria Parasites Blood Smear	Hematology
TR10511-4	Osmotic Fragility	Hematology
TR10512-2	Reticulocyte Count	Hematology
TR10513-0	Sickle Cell Screen	Hematology
TR10514-8	Eosinophils	Hematology
TR10515-5	Sucrose Hemolysis	Hematology
TR10516-3	Tartrate Resistant Acid Phosphatase Stain	Hematology
TR10517-1	Unstable Hemoglobins	Hematology
TR10518-9	Activated Protein C Resistance	Hematology
TR10519-7	Plasmin Inhibitor	Hematology
TR10520-5	Antithrombin III	Hematology
TR10521-3	AutoHemolysis	Hematology
TR10522-1	Bleeding Time	Hematology
TR10523-9	Capillary Fragility	Hematology
TR10524-7	Cardiolipin Antibodies	Hematology
TR10525-4	Cardiolipin Antibodies IgA	Hematology
TR10526-2	Cardiolipin Antibodies IgG	Hematology
TR10527-0	Cardiolipin Antibodies IgM	Hematology
TR10528-8	Clot Lysis	Hematology
TR10529-6	Clot Retraction	Hematology
TR10530-4	Clotting Time	Hematology
TR10531-2	Coagulation Factor II Inhibitor	Hematology
TR10532-0	Coagulation Factor IX Inhibitor	Hematology
TR10533-8	Coagulation Factor V Inhibitor	Hematology
TR10534-6	Coagulation Factor VIII Inhibitor	Hematology
TR10535-3	Coagulation Factor X Inhibitor	Hematology
TR10536-1	Coagulation Reptilase Induced Time	Hematology
TR10537-9	aPTT	Hematology
TR10538-7	aPTT Correction Assay	Hematology
TR10539-5	Coagulation Thrombin Induced	Hematology
TR10540-3	INR	Hematology
TR10541-1	Fibrin D-Dimer	Hematology
TR10542-9	Euglobulin Lysis	Hematology
TR10543-7	Coagulation Factor II	Hematology
TR10544-5	Coagulation Factor IX	Hematology
TR10545-2	Coagulation Factor V	Hematology
TR10546-0	Coagulation Factor VII	Hematology
TR10547-8	Coagulation Factor VIII	Hematology
TR10548-6	Coagulation Factor X	Hematology
TR10549-4	Coagulation Factor XI	Hematology
TR10550-2	Coagulation Factor XII	Hematology
TR10551-0	Coagulation Factor XIII Quantitative	Hematology
TR10552-8	Coagulation Factor XIII Screen	Hematology
TR10553-6	Fibrin Degradation Products	Hematology
TR10554-4	Fibrin Degradation Products Screen	Hematology
TR10555-1	Fibrin Monomer	Hematology
TR10556-9	Fibrinogen	Hematology
TR10557-7	Fibrinogen Qualitative	Hematology
TR10558-5	Fibrinolysis	Hematology
TR10559-3	Prekallikrein	Hematology
TR10560-1	Heparin Anti XA	Hematology
TR10561-9	Heparin CoFactor II	Hematology
TR10562-7	Platelet Antibody Heparin Induced	Hematology
TR10563-5	Coagulation Kaolin Induced	Hematology
TR10564-3	High Molecular Weight Kininogen	Hematology
TR10565-0	Lupus AntiCoagulant	Hematology
TR10566-8	Lupus AntiCoagulant Neutralization Hexagonal Phospholipid	Hematology
TR10567-6	Lupus AntiCoagulant Neutralization Platelet	Hematology
TR10568-4	Phospholipid Antibodies	Hematology
TR10569-2	Phospholipid Antibodies IgA	Hematology
TR10570-0	Phospholipid Antibodies IgG	Hematology
TR10571-8	Phospholipid Antibodies IgM	Hematology
TR10572-6	Plasmin	Hematology
TR10573-4	Plasminogen	Hematology
TR10574-2	Plasminogen Activator Inhibitor 1	Hematology
TR10575-9	Platelet Adhesiveness	Hematology
TR10576-7	Platelet Aggregation	Hematology
TR10577-5	Platelet Antibody Screen	Hematology
TR10578-3	Platelet Factor 3	Hematology
TR10579-1	Protein C Activity	Hematology
TR10580-9	Protein C Antigen	Hematology
TR10581-7	Protein Induced In Vitamin K Absence	Hematology
TR10582-5	Protein S Free	Hematology
TR10583-3	Protein S Functional	Hematology
TR10584-1	Protein S Total	Hematology
TR10585-8	Prothrombin Consumption	Hematology
TR10586-6	Coagulation Russell Viper Venom Induced	Hematology
TR10587-4	Thromboplastin Generation Time	Hematology
TR10588-2	Tissue Plasminogen Activator Antigen	Hematology
TR10589-0	Vitamin B12 (microbiologic)	Hematology
TR10590-8	Von Willebrand Antigen	Hematology
TR10591-6	Von Willebrand Factor Multimers	Hematology
TR10592-4	Von Willebrand Factor Ristocetin	Hematology
TR10593-2	Von Willebrand Factor Screen	Hematology
TR10594-0	B Cells	Hematology
TR10595-7	CD 19	Hematology
TR10596-5	CD 4	Hematology
TR10597-3	CD 8	Hematology
TR10598-1	CD4/CD8 Ratio	Hematology
TR10599-9	Fetal Hemoglobin by Flow Cytometry	Hematology
TR10600-5	Flow Cytometry for Acute Leukemia	Hematology
TR10601-3	HLA B27	Hematology
TR10602-1	Lymphoma Protocol	Hematology
TR10603-9	Alpha 1-Antitrypsin	Immunology
TR10604-7	Alpha 1-Antitrypsin Phenotype	Immunology
TR10605-4	Cold Agglutinins	Blood Bank
TR10606-2	Cold Agglutinins Screen	Blood Bank
TR10607-0	Complement C1 Esterase Inhibitor	Immunology
TR10608-8	Complement C1q	Immunology
TR10609-6	Complement C2	Immunology
TR10610-4	Complement C3	Immunology
TR10611-2	Complement C4	Immunology
TR10612-0	Complement C5	Immunology
TR10613-8	Complement C6	Immunology
TR10614-6	Complement C7	Immunology
TR10615-3	Complement C8	Immunology
TR10616-1	Complement C9	Immunology
TR10617-9	Complement Total CH 50	Immunology
TR10618-7	Complement Total CH 100	Immunology
TR10619-5	C Reactive Protein	Immunology
TR10620-3	C Reactive Protein High Sensitivity	Immunology
TR10621-1	Acetylcholine Receptor Antibody	Immunology
TR10622-9	Cryoglobulins	Immunology
TR10623-7	Adrenal Antibodies	Immunology
